町丁コード,区,町丁名,経度,緯度,総人口,リスク加重人口,最寄りAED距離_km,500m以内AED数
14137712205,麻生区,王禅寺東五丁目,139.51348,35.582129,2129,20490.850000000002,0.09955751565763085,4
14137712206,麻生区,王禅寺東六丁目,139.511811,35.578215,1255,10211.76,0.14368236925499198,3
14137712302,麻生区,王禅寺,139.522489,35.584089,833,6107.44,0.26983077607347045,2
14137713001,麻生区,白山一丁目,139.513288,35.590061,573,7524.97,0.11992986456308834,6
14137713002,麻生区,白山二丁目,139.512203,35.591966,401,5065.92,0.2511523861861872,4
14137713003,麻生区,白山三丁目,139.509104,35.59357,244,2976.7400000000002,0.3456724464032642,4
14137713004,麻生区,白山四丁目,139.510101,35.590357,1226,16443.49,0.021911552329090284,5
14137713005,麻生区,白山五丁目,139.507815,35.588339,1335,18951.690000000002,0.25183700341619697,5
14137714001,麻生区,虹ケ丘一丁目,139.521016,35.580664,813,9354.51,0.0927623500626193,2
14137714002,麻生区,虹ケ丘二丁目,139.524556,35.580299,1606,20915.47,0.3556620162220271,2
14137714003,麻生区,虹ケ丘三丁目,139.523548,35.577225,681,9715.08,0.2988725349581158,2
14137715000,麻生区,早野,139.517216,35.573461,573,5422.85,0.20896552407105412,1
14137716001,麻生区,下麻生一丁目,139.505216,35.581201,1644,17325.74,0.3253643968788788,2
14137716002,麻生区,下麻生二丁目,139.509158,35.580833,1761,16134.810000000001,0.23560460095557492,4
14137716003,麻生区,下麻生三丁目,139.507984,35.575575,1501,15122.6,0.45946317598490966,1
14137718101,麻生区,上麻生一丁目,139.508525,35.601934,711,4109.4,0.07607809934567866,17
14137718102,麻生区,上麻生二丁目,139.510838,35.599889,1832,18656.03,0.20219807893993647,7
14137718103,麻生区,上麻生三丁目,139.503765,35.600127,3893,33308.68,0.12196602639917113,14
14137718104,麻生区,上麻生四丁目,139.504443,35.595704,3596,29487.72,0.08360324093910901,5
14137718105,麻生区,上麻生五丁目,139.500277,35.590535,4368,29418.05,0.20642088545082204,4
14137718106,麻生区,上麻生六丁目,139.496523,35.585955,2420,17441.93,0.19551665059199344,7
14137718107,麻生区,上麻生七丁目,139.501592,35.581032,2723,23374.83,0.022703084246091614,2
14137718200,麻生区,上麻生,139.505953,35.578275,109,1161.26,0.4341357612877937,2
14137719000,麻生区,古沢,139.497314,35.603638,400,3221.53,0.37415535057257476,2
14137721001,麻生区,五力田一丁目,139.495165,35.598084,697,6896.99,0.22787584337409317,7
14137721002,麻生区,五力田二丁目,139.491345,35.599859,1213,11580.93,0.19627384778171778,8
14137721003,麻生区,五力田三丁目,139.495648,35.600555,1070,7227.070000000001,0.353609330944797,7
14137721100,麻生区,五力田,139.491533,35.602906,154,909.49,0.32322637701668805,1
14137722000,麻生区,片平,139.482645,35.597772,477,4394.35,0.35620862868426895,2
14137722001,麻生区,片平一丁目,139.498429,35.597651,1783,13968.43,0.2862370312712428,1
14137722002,麻生区,片平二丁目,139.495891,35.593618,1967,15759.12,0.31430419742926813,2
14137722003,麻生区,片平三丁目,139.492713,35.590541,1685,12888.35,0.21998569790960776,1
14137722004,麻生区,片平四丁目,139.48937,35.592608,2830,21038.81,0.5543931701592641,0
14137722005,麻生区,片平五丁目,139.491002,35.597319,1978,15913.02,0.07539588102369511,8
14137722006,麻生区,片平六丁目,139.489216,35.596181,710,4413.16,0.2798783492629619,8
14137722007,麻生区,片平七丁目,139.485785,35.598735,644,3647.28,0.059507120726828615,3
14137722008,麻生区,片平八丁目,139.482433,35.601557,345,1924.0900000000001,0.33117580057961754,2
14137724000,麻生区,栗木,139.475973,35.60173,152,1397.5,0.6567670220111905,0
14137724001,麻生区,栗木一丁目,139.474368,35.60511,1092,8908.14,0.57117263522425,0
14137724002,麻生区,栗木二丁目,139.469377,35.607867,0,0.0,0.350948047232615,1
14137724003,麻生区,栗木三丁目,139.471753,35.603925,279,1280.47,0.7939496416747851,0
14137725001,麻生区,白鳥一丁目,139.487196,35.601313,1510,12442.87,0.1013971072734676,3
14137725002,麻生区,白鳥二丁目,139.483835,35.602827,790,6834.58,0.267780142465662,2
14137725003,麻生区,白鳥三丁目,139.48386,35.605455,1612,12873.19,0.31973698874456585,1
14137725004,麻生区,白鳥四丁目,139.486429,35.606339,2635,20006.86,0.5361060773288644,0
14137726001,麻生区,栗平一丁目,139.480595,35.604869,890,7910.89,0.16490822991478143,1
14137726002,麻生区,栗平二丁目,139.480946,35.608341,2135,15505.9,0.22504702284946776,2
14137727001,麻生区,栗木台一丁目,139.476356,35.606717,1499,9492.23,0.3767657116669873,2
14137727002,麻生区,栗木台二丁目,139.472622,35.609995,797,5594.25,0.24375347610127382,5
14137727003,麻生区,栗木台三丁目,139.474306,35.611265,857,7075.490000000001,0.19082332465578117,5
14137727004,麻生区,栗木台四丁目,139.477659,35.609084,805,7602.08,0.20197183655042902,3
14137727005,麻生区,栗木台五丁目,139.477516,35.61196,878,7846.65,0.0629764180786095,2
14137728000,麻生区,黒川,139.461727,35.613078,3665,23380.05,0.5038387456012982,0
14137729000,麻生区,南黒川,139.4714,35.613703,263,2368.88,0.11722975469544233,5
14137730000,麻生区,岡上,139.480296,35.577119,6595,54469.62,0.32281445759495375,2
14137731001,麻生区,はるひ野一丁目,139.468322,35.616995,2084,14654.76,0.15970414964982876,5
14137731002,麻生区,はるひ野二丁目,139.464948,35.615675,1574,11131.14,0.19396619039568158,6
14137731003,麻生区,はるひ野三丁目,139.458806,35.617988,1636,10350.83,0.20750929648346483,2
14137731004,麻生区,はるひ野四丁目,139.462131,35.618888,2021,11460.61,0.10850450035594048,4
14137731005,麻生区,はるひ野五丁目,139.463921,35.621556,1317,7349.6,0.3899239817696381,4
